candidate	fixture	lines	metric	median	min	max
arm-A	twx-unique-1k.log	1000	build_ns_per_line	3132	3055	3486
arm-A	twx-unique-1k.log	1000	rss_delta_after_build_kb	720	720	720
arm-A	twx-unique-1k.log	1000	distinct_keys	993	993	993
arm-A	twx-unique-1k.log	1000	devel_size_bytes	463083	463083	463083
arm-A	twx-unique-1k.log	1000	lookup_asbuilt_s	5.5e-05	5.4e-05	5.5e-05
arm-A	twx-unique-1k.log	1000	lookup_rebuilt_s	5.1e-05	5.1e-05	5.1e-05
arm-A	twx-unique-1k.log	1000	walk_s	0.00025	0.000249	0.000256
arm-A	twx-unique-1k.log	1000	walk_fill_count	993	993	993
arm-A	twx-unique-1k.log	1000	sort_avail_s	0.002118	0.002049	0.002125
arm-A	twx-unique-1k.log	1000	sort_fill_s	0.00189	0.001879	0.0019
arm-A	twx-unique-1k.log	1000	churn_s	0.000339	0.000339	0.000339
arm-A	twx-unique-1k.log	1000	churn_rss_delta_kb	0	0	0
arm-A	twx-unique-1k.log	1000	churn_devel_size_bytes	106738	106738	106738
arm-A	twx-unique-1k.log	1000	churn_walk_s	3.1e-05	3.1e-05	3.2e-05
arm-A	twx-unique-1k.log	1000	churn_sort_fill_s	0.00017	0.000169	0.000171
arm-B	twx-unique-1k.log	1000	build_ns_per_line	3107	3049	3465
arm-B	twx-unique-1k.log	1000	rss_delta_after_build_kb	672	672	672
arm-B	twx-unique-1k.log	1000	distinct_keys	993	993	993
arm-B	twx-unique-1k.log	1000	devel_size_bytes	463083	463083	463083
arm-B	twx-unique-1k.log	1000	lookup_asbuilt_s	5.4e-05	5.4e-05	5.5e-05
arm-B	twx-unique-1k.log	1000	lookup_rebuilt_s	5.2e-05	5.1e-05	5.2e-05
arm-B	twx-unique-1k.log	1000	walk_s	0.000252	0.000251	0.000256
arm-B	twx-unique-1k.log	1000	walk_fill_count	993	993	993
arm-B	twx-unique-1k.log	1000	sort_avail_s	0.000885	0.000879	0.000908
arm-B	twx-unique-1k.log	1000	sort_fill_s	0.000888	0.000885	0.000889
arm-B	twx-unique-1k.log	1000	churn_s	0.000325	0.000325	0.000325
arm-B	twx-unique-1k.log	1000	churn_rss_delta_kb	0	0	0
arm-B	twx-unique-1k.log	1000	churn_devel_size_bytes	100338	100338	100338
arm-B	twx-unique-1k.log	1000	churn_walk_s	3.1e-05	3.1e-05	3.3e-05
arm-B	twx-unique-1k.log	1000	churn_sort_fill_s	7.9e-05	7.9e-05	8.2e-05
arm-C	twx-unique-1k.log	1000	build_ns_per_line	3180	3077	3438
arm-C	twx-unique-1k.log	1000	rss_delta_after_build_kb	688	688	688
arm-C	twx-unique-1k.log	1000	distinct_keys	993	993	993
arm-C	twx-unique-1k.log	1000	devel_size_bytes	463083	463083	463083
arm-C	twx-unique-1k.log	1000	lookup_asbuilt_s	5.4e-05	5.4e-05	5.7e-05
arm-C	twx-unique-1k.log	1000	lookup_rebuilt_s	5.1e-05	5.1e-05	5.2e-05
arm-C	twx-unique-1k.log	1000	walk_s	0.000253	0.000252	0.000265
arm-C	twx-unique-1k.log	1000	walk_fill_count	993	993	993
arm-C	twx-unique-1k.log	1000	sort_avail_s	0.002105	0.002061	0.002117
arm-C	twx-unique-1k.log	1000	sort_fill_s	0.001878	0.001875	0.001895
arm-C	twx-unique-1k.log	1000	churn_s	0.000311	0.000311	0.000311
arm-C	twx-unique-1k.log	1000	churn_rss_delta_kb	0	0	0
arm-C	twx-unique-1k.log	1000	churn_devel_size_bytes	100338	100338	100338
arm-C	twx-unique-1k.log	1000	churn_walk_s	3e-05	3e-05	3.5e-05
arm-C	twx-unique-1k.log	1000	churn_sort_fill_s	0.00017	0.00017	0.000179
arm-D	twx-unique-1k.log	1000	build_ns_per_line	3343	3200	3505
arm-D	twx-unique-1k.log	1000	rss_delta_after_build_kb	512	512	512
arm-D	twx-unique-1k.log	1000	distinct_keys	993	993	993
arm-D	twx-unique-1k.log	1000	keymap_s	0.000151	0.000151	0.000154
arm-D	twx-unique-1k.log	1000	devel_size_keymap_bytes	271823	271823	271823
arm-D	twx-unique-1k.log	1000	devel_size_bytes	369967	369967	369967
arm-D	twx-unique-1k.log	1000	walk_s	0.000128	0.000127	0.000131
arm-D	twx-unique-1k.log	1000	walk_fill_count	993	993	993
arm-D	twx-unique-1k.log	1000	sort_avail_s	0.000827	0.000824	0.000841
arm-D	twx-unique-1k.log	1000	sort_fill_s	0.000825	0.000824	0.000831
arm-D	twx-unique-1k.log	1000	churn_s	0.000305	0.000305	0.000305
arm-D	twx-unique-1k.log	1000	churn_rss_delta_kb	0	0	0
arm-D	twx-unique-1k.log	1000	churn_devel_size_bytes	152557	152557	152557
arm-D	twx-unique-1k.log	1000	churn_walk_s	5.7e-05	5.7e-05	6.2e-05
arm-D	twx-unique-1k.log	1000	churn_sort_fill_s	6.6e-05	6.5e-05	6.7e-05
arm-D	twx-unique-1k.log	1000	compact_s	0.000104	0.000104	0.000104
arm-D	twx-unique-1k.log	1000	compact_devel_size_bytes	83517	83517	83517
arm-D	twx-unique-1k.log	1000	compact_walk_s	1.6e-05	1.6e-05	2.4e-05
arm-D	twx-unique-1k.log	1000	compact_sort_fill_s	6.5e-05	6.5e-05	6.6e-05
arm-D2	twx-unique-1k.log	1000	build_ns_per_line	3166	3093	3541
arm-D2	twx-unique-1k.log	1000	rss_delta_after_build_kb	544	544	544
arm-D2	twx-unique-1k.log	1000	distinct_keys	993	993	993
arm-D2	twx-unique-1k.log	1000	keymap_s	8.2e-05	8e-05	8.5e-05
arm-D2	twx-unique-1k.log	1000	devel_size_keymap_bytes	271727	271727	271727
arm-D2	twx-unique-1k.log	1000	devel_size_bytes	369743	369743	369743
arm-D2	twx-unique-1k.log	1000	walk_s	0.000128	0.000128	0.000133
arm-D2	twx-unique-1k.log	1000	walk_fill_count	993	993	993
arm-D2	twx-unique-1k.log	1000	sort_avail_s	0.000828	0.000826	0.00083
arm-D2	twx-unique-1k.log	1000	sort_fill_s	0.00083	0.000827	0.000842
arm-D2	twx-unique-1k.log	1000	churn_s	0.000315	0.000315	0.000315
arm-D2	twx-unique-1k.log	1000	churn_rss_delta_kb	0	0	0
arm-D2	twx-unique-1k.log	1000	churn_devel_size_bytes	152333	152333	152333
arm-D2	twx-unique-1k.log	1000	churn_walk_s	5.6e-05	5.6e-05	5.7e-05
arm-D2	twx-unique-1k.log	1000	churn_sort_fill_s	6.4e-05	6.3e-05	6.5e-05
arm-D2	twx-unique-1k.log	1000	compact_s	0.000107	0.000107	0.000107
arm-D2	twx-unique-1k.log	1000	compact_devel_size_bytes	83293	83293	83293
arm-D2	twx-unique-1k.log	1000	compact_walk_s	1.5e-05	1.5e-05	1.6e-05
arm-D2	twx-unique-1k.log	1000	compact_sort_fill_s	6.3e-05	6.3e-05	6.4e-05
arm-D3	twx-unique-1k.log	1000	build_ns_per_line	3260	3196	3477
arm-D3	twx-unique-1k.log	1000	rss_delta_after_build_kb	832	832	832
arm-D3	twx-unique-1k.log	1000	distinct_keys	993	993	993
arm-D3	twx-unique-1k.log	1000	keymap_s	0	0	0
arm-D3	twx-unique-1k.log	1000	devel_size_keymap_bytes	240137	240137	240137
arm-D3	twx-unique-1k.log	1000	devel_size_bytes	569944	569944	569944
arm-D3	twx-unique-1k.log	1000	walk_s	0.000128	0.000127	0.000136
arm-D3	twx-unique-1k.log	1000	walk_fill_count	993	993	993
arm-D3	twx-unique-1k.log	1000	sort_avail_s	0.000813	0.00081	0.000819
arm-D3	twx-unique-1k.log	1000	sort_fill_s	0.000814	0.000812	0.000827
arm-D3	twx-unique-1k.log	1000	churn_s	0.000331	0.000331	0.000331
arm-D3	twx-unique-1k.log	1000	churn_rss_delta_kb	0	0	0
arm-D3	twx-unique-1k.log	1000	churn_devel_size_bytes	350619	350619	350619
arm-D3	twx-unique-1k.log	1000	churn_walk_s	5.6e-05	5.6e-05	5.7e-05
arm-D3	twx-unique-1k.log	1000	churn_sort_fill_s	6.3e-05	6.3e-05	6.5e-05
arm-D3	twx-unique-1k.log	1000	compact_s	0.00012	0.00012	0.00012
arm-D3	twx-unique-1k.log	1000	compact_devel_size_bytes	103213	103213	103213
arm-D3	twx-unique-1k.log	1000	compact_walk_s	1.6e-05	1.6e-05	1.6e-05
arm-D3	twx-unique-1k.log	1000	compact_sort_fill_s	6.3e-05	6.2e-05	6.3e-05
arm-A	twx-unique-10k.log	10000	build_ns_per_line	3102.9	3070.5	3187.7
arm-A	twx-unique-10k.log	10000	rss_delta_after_build_kb	5184	5184	5184
arm-A	twx-unique-10k.log	10000	distinct_keys	9963	9963	9963
arm-A	twx-unique-10k.log	10000	devel_size_bytes	4.61409e+06	4.61409e+06	4.61409e+06
arm-A	twx-unique-10k.log	10000	lookup_asbuilt_s	0.000684	0.00067	0.000707
arm-A	twx-unique-10k.log	10000	lookup_rebuilt_s	0.000591	0.000588	0.000595
arm-A	twx-unique-10k.log	10000	walk_s	0.002535	0.002526	0.002584
arm-A	twx-unique-10k.log	10000	walk_fill_count	9963	9963	9963
arm-A	twx-unique-10k.log	10000	sort_avail_s	0.02942	0.028695	0.030855
arm-A	twx-unique-10k.log	10000	sort_fill_s	0.02663	0.026153	0.029724
arm-A	twx-unique-10k.log	10000	churn_s	0.004119	0.004119	0.004119
arm-A	twx-unique-10k.log	10000	churn_rss_delta_kb	288	288	288
arm-A	twx-unique-10k.log	10000	churn_devel_size_bytes	1.03198e+06	1.03198e+06	1.03198e+06
arm-A	twx-unique-10k.log	10000	churn_walk_s	0.000295	0.000294	0.00034
arm-A	twx-unique-10k.log	10000	churn_sort_fill_s	0.000576	0.000558	0.000654
arm-B	twx-unique-10k.log	10000	build_ns_per_line	3105.2	3044.7	3195.8
arm-B	twx-unique-10k.log	10000	rss_delta_after_build_kb	5248	5248	5248
arm-B	twx-unique-10k.log	10000	distinct_keys	9963	9963	9963
arm-B	twx-unique-10k.log	10000	devel_size_bytes	4.61409e+06	4.61409e+06	4.61409e+06
arm-B	twx-unique-10k.log	10000	lookup_asbuilt_s	0.000646	0.000644	0.000649
arm-B	twx-unique-10k.log	10000	lookup_rebuilt_s	0.000601	0.000599	0.000605
arm-B	twx-unique-10k.log	10000	walk_s	0.002643	0.002605	0.002676
arm-B	twx-unique-10k.log	10000	walk_fill_count	9963	9963	9963
arm-B	twx-unique-10k.log	10000	sort_avail_s	0.012008	0.011907	0.012637
arm-B	twx-unique-10k.log	10000	sort_fill_s	0.012575	0.012152	0.0131
arm-B	twx-unique-10k.log	10000	churn_s	0.004281	0.004281	0.004281
arm-B	twx-unique-10k.log	10000	churn_rss_delta_kb	256	256	256
arm-B	twx-unique-10k.log	10000	churn_devel_size_bytes	968175	968175	968175
arm-B	twx-unique-10k.log	10000	churn_walk_s	0.000297	0.000288	0.000321
arm-B	twx-unique-10k.log	10000	churn_sort_fill_s	0.000263	0.000262	0.000265
arm-C	twx-unique-10k.log	10000	build_ns_per_line	3111.9	3042.2	3238.1
arm-C	twx-unique-10k.log	10000	rss_delta_after_build_kb	5264	5264	5264
arm-C	twx-unique-10k.log	10000	distinct_keys	9963	9963	9963
arm-C	twx-unique-10k.log	10000	devel_size_bytes	4.61409e+06	4.61409e+06	4.61409e+06
arm-C	twx-unique-10k.log	10000	lookup_asbuilt_s	0.000647	0.000643	0.000652
arm-C	twx-unique-10k.log	10000	lookup_rebuilt_s	0.000595	0.000594	0.000597
arm-C	twx-unique-10k.log	10000	walk_s	0.002589	0.002585	0.00263
arm-C	twx-unique-10k.log	10000	walk_fill_count	9963	9963	9963
arm-C	twx-unique-10k.log	10000	sort_avail_s	0.029319	0.028279	0.029882
arm-C	twx-unique-10k.log	10000	sort_fill_s	0.027431	0.027139	0.033163
arm-C	twx-unique-10k.log	10000	churn_s	0.003876	0.003876	0.003876
arm-C	twx-unique-10k.log	10000	churn_rss_delta_kb	256	256	256
arm-C	twx-unique-10k.log	10000	churn_devel_size_bytes	968175	968175	968175
arm-C	twx-unique-10k.log	10000	churn_walk_s	0.000297	0.000294	0.000375
arm-C	twx-unique-10k.log	10000	churn_sort_fill_s	0.000576	0.000575	0.000577
arm-D	twx-unique-10k.log	10000	build_ns_per_line	3254.6	3163.6	3448.5
arm-D	twx-unique-10k.log	10000	rss_delta_after_build_kb	3936	3936	3936
arm-D	twx-unique-10k.log	10000	distinct_keys	9963	9963	9963
arm-D	twx-unique-10k.log	10000	keymap_s	0.001525	0.001522	0.001532
arm-D	twx-unique-10k.log	10000	devel_size_keymap_bytes	2.73139e+06	2.73139e+06	2.73139e+06
arm-D	twx-unique-10k.log	10000	devel_size_bytes	3.66379e+06	3.66379e+06	3.66379e+06
arm-D	twx-unique-10k.log	10000	walk_s	0.001253	0.001251	0.001304
arm-D	twx-unique-10k.log	10000	walk_fill_count	9963	9963	9963
arm-D	twx-unique-10k.log	10000	sort_avail_s	0.01141	0.011382	0.011818
arm-D	twx-unique-10k.log	10000	sort_fill_s	0.011447	0.011408	0.011525
arm-D	twx-unique-10k.log	10000	churn_s	0.003205	0.003205	0.003205
arm-D	twx-unique-10k.log	10000	churn_rss_delta_kb	368	368	368
arm-D	twx-unique-10k.log	10000	churn_devel_size_bytes	1.48796e+06	1.48796e+06	1.48796e+06
arm-D	twx-unique-10k.log	10000	churn_walk_s	0.000546	0.000545	0.000553
arm-D	twx-unique-10k.log	10000	churn_sort_fill_s	7.7e-05	7.6e-05	7.8e-05
arm-D	twx-unique-10k.log	10000	compact_s	0.000895	0.000895	0.000895
arm-D	twx-unique-10k.log	10000	compact_devel_size_bytes	794604	794604	794604
arm-D	twx-unique-10k.log	10000	compact_walk_s	0.000146	0.00014	0.000158
arm-D	twx-unique-10k.log	10000	compact_sort_fill_s	7.7e-05	7.6e-05	7.8e-05
arm-D2	twx-unique-10k.log	10000	build_ns_per_line	3182.6	3154.4	3239.3
arm-D2	twx-unique-10k.log	10000	rss_delta_after_build_kb	3936	3936	3936
arm-D2	twx-unique-10k.log	10000	distinct_keys	9963	9963	9963
arm-D2	twx-unique-10k.log	10000	keymap_s	0.000917	0.000911	0.000943
arm-D2	twx-unique-10k.log	10000	devel_size_keymap_bytes	2.73192e+06	2.73192e+06	2.73192e+06
arm-D2	twx-unique-10k.log	10000	devel_size_bytes	3.66432e+06	3.66432e+06	3.66432e+06
arm-D2	twx-unique-10k.log	10000	walk_s	0.001278	0.001275	0.001304
arm-D2	twx-unique-10k.log	10000	walk_fill_count	9963	9963	9963
arm-D2	twx-unique-10k.log	10000	sort_avail_s	0.011437	0.011202	0.011505
arm-D2	twx-unique-10k.log	10000	sort_fill_s	0.011229	0.011207	0.011503
arm-D2	twx-unique-10k.log	10000	churn_s	0.003182	0.003182	0.003182
arm-D2	twx-unique-10k.log	10000	churn_rss_delta_kb	368	368	368
arm-D2	twx-unique-10k.log	10000	churn_devel_size_bytes	1.48849e+06	1.48849e+06	1.48849e+06
arm-D2	twx-unique-10k.log	10000	churn_walk_s	0.000546	0.000543	0.000557
arm-D2	twx-unique-10k.log	10000	churn_sort_fill_s	7.7e-05	7.6e-05	7.8e-05
arm-D2	twx-unique-10k.log	10000	compact_s	0.000904	0.000904	0.000904
arm-D2	twx-unique-10k.log	10000	compact_devel_size_bytes	795140	795140	795140
arm-D2	twx-unique-10k.log	10000	compact_walk_s	0.000141	0.00014	0.000141
arm-D2	twx-unique-10k.log	10000	compact_sort_fill_s	7.4e-05	7.4e-05	7.5e-05
arm-D3	twx-unique-10k.log	10000	build_ns_per_line	3212	3157.4	3316.1
arm-D3	twx-unique-10k.log	10000	rss_delta_after_build_kb	6800	6800	6800
arm-D3	twx-unique-10k.log	10000	distinct_keys	9963	9963	9963
arm-D3	twx-unique-10k.log	10000	keymap_s	0	0	0
arm-D3	twx-unique-10k.log	10000	devel_size_keymap_bytes	2.413e+06	2.413e+06	2.413e+06
arm-D3	twx-unique-10k.log	10000	devel_size_bytes	5.67586e+06	5.67586e+06	5.67586e+06
arm-D3	twx-unique-10k.log	10000	walk_s	0.00128	0.001279	0.001291
arm-D3	twx-unique-10k.log	10000	walk_fill_count	9963	9963	9963
arm-D3	twx-unique-10k.log	10000	sort_avail_s	0.01112	0.011089	0.011306
arm-D3	twx-unique-10k.log	10000	sort_fill_s	0.011071	0.010887	0.011186
arm-D3	twx-unique-10k.log	10000	churn_s	0.003673	0.003673	0.003673
arm-D3	twx-unique-10k.log	10000	churn_rss_delta_kb	368	368	368
arm-D3	twx-unique-10k.log	10000	churn_devel_size_bytes	3.49874e+06	3.49874e+06	3.49874e+06
arm-D3	twx-unique-10k.log	10000	churn_walk_s	0.000546	0.000545	0.000549
arm-D3	twx-unique-10k.log	10000	churn_sort_fill_s	7.8e-05	7.7e-05	7.8e-05
arm-D3	twx-unique-10k.log	10000	compact_s	0.001186	0.001186	0.001186
arm-D3	twx-unique-10k.log	10000	compact_devel_size_bytes	995357	995357	995357
arm-D3	twx-unique-10k.log	10000	compact_walk_s	0.000141	0.000141	0.000142
arm-D3	twx-unique-10k.log	10000	compact_sort_fill_s	7.6e-05	7.6e-05	7.9e-05
arm-A	twx-unique-100k.log	100000	build_ns_per_line	3365.56	3328	3502.61
arm-A	twx-unique-100k.log	100000	rss_delta_after_build_kb	54096	54096	54096
arm-A	twx-unique-100k.log	100000	distinct_keys	99487	99487	99487
arm-A	twx-unique-100k.log	100000	devel_size_bytes	4.68644e+07	4.68644e+07	4.68644e+07
arm-A	twx-unique-100k.log	100000	lookup_asbuilt_s	0.039078	0.038812	0.040462
arm-A	twx-unique-100k.log	100000	lookup_rebuilt_s	0.025673	0.025533	0.027276
arm-A	twx-unique-100k.log	100000	walk_s	0.068098	0.063789	0.071455
arm-A	twx-unique-100k.log	100000	walk_fill_count	99487	99487	99487
arm-A	twx-unique-100k.log	100000	sort_avail_s	0.074241	0.072276	0.07583
arm-A	twx-unique-100k.log	100000	sort_fill_s	0.064193	0.062802	0.066525
arm-A	twx-unique-100k.log	100000	churn_s	0.08386	0.08386	0.08386
arm-A	twx-unique-100k.log	100000	churn_rss_delta_kb	128	128	128
arm-A	twx-unique-100k.log	100000	churn_devel_size_bytes	1.10874e+07	1.10874e+07	1.10874e+07
arm-A	twx-unique-100k.log	100000	churn_walk_s	0.005882	0.005709	0.007798
arm-A	twx-unique-100k.log	100000	churn_sort_fill_s	0.00976	0.009724	0.009898
arm-B	twx-unique-100k.log	100000	build_ns_per_line	3334.46	3298.81	3380.95
arm-B	twx-unique-100k.log	100000	rss_delta_after_build_kb	51024	51024	51024
arm-B	twx-unique-100k.log	100000	distinct_keys	99487	99487	99487
arm-B	twx-unique-100k.log	100000	devel_size_bytes	4.68644e+07	4.68644e+07	4.68644e+07
arm-B	twx-unique-100k.log	100000	lookup_asbuilt_s	0.031385	0.031232	0.032522
arm-B	twx-unique-100k.log	100000	lookup_rebuilt_s	0.024447	0.023457	0.024725
arm-B	twx-unique-100k.log	100000	walk_s	0.0649	0.056593	0.069906
arm-B	twx-unique-100k.log	100000	walk_fill_count	99487	99487	99487
arm-B	twx-unique-100k.log	100000	sort_avail_s	0.069272	0.067913	0.071488
arm-B	twx-unique-100k.log	100000	sort_fill_s	0.065866	0.065065	0.068047
arm-B	twx-unique-100k.log	100000	churn_s	0.085096	0.085096	0.085096
arm-B	twx-unique-100k.log	100000	churn_rss_delta_kb	112	112	112
arm-B	twx-unique-100k.log	100000	churn_devel_size_bytes	1.04506e+07	1.04506e+07	1.04506e+07
arm-B	twx-unique-100k.log	100000	churn_walk_s	0.006071	0.005724	0.007624
arm-B	twx-unique-100k.log	100000	churn_sort_fill_s	0.005188	0.00516	0.005511
arm-C	twx-unique-100k.log	100000	build_ns_per_line	3413.25	3274.3	3500.39
arm-C	twx-unique-100k.log	100000	rss_delta_after_build_kb	50624	50624	50624
arm-C	twx-unique-100k.log	100000	distinct_keys	99487	99487	99487
arm-C	twx-unique-100k.log	100000	devel_size_bytes	4.68644e+07	4.68644e+07	4.68644e+07
arm-C	twx-unique-100k.log	100000	lookup_asbuilt_s	0.039816	0.039477	0.04215
arm-C	twx-unique-100k.log	100000	lookup_rebuilt_s	0.025942	0.025288	0.02737
arm-C	twx-unique-100k.log	100000	walk_s	0.06468	0.061549	0.077269
arm-C	twx-unique-100k.log	100000	walk_fill_count	99487	99487	99487
arm-C	twx-unique-100k.log	100000	sort_avail_s	0.074363	0.071694	0.076908
arm-C	twx-unique-100k.log	100000	sort_fill_s	0.062582	0.061707	0.068016
arm-C	twx-unique-100k.log	100000	churn_s	0.078717	0.078717	0.078717
arm-C	twx-unique-100k.log	100000	churn_rss_delta_kb	112	112	112
arm-C	twx-unique-100k.log	100000	churn_devel_size_bytes	1.04506e+07	1.04506e+07	1.04506e+07
arm-C	twx-unique-100k.log	100000	churn_walk_s	0.005777	0.005508	0.007355
arm-C	twx-unique-100k.log	100000	churn_sort_fill_s	0.009682	0.009629	0.0109
arm-D	twx-unique-100k.log	100000	build_ns_per_line	3479.53	3402.15	3652.15
arm-D	twx-unique-100k.log	100000	rss_delta_after_build_kb	38464	38464	38464
arm-D	twx-unique-100k.log	100000	distinct_keys	99487	99487	99487
arm-D	twx-unique-100k.log	100000	keymap_s	0.035613	0.035428	0.037076
arm-D	twx-unique-100k.log	100000	devel_size_keymap_bytes	2.74066e+07	2.74066e+07	2.74066e+07
arm-D	twx-unique-100k.log	100000	devel_size_bytes	3.76125e+07	3.76125e+07	3.76125e+07
arm-D	twx-unique-100k.log	100000	walk_s	0.013041	0.01287	0.013329
arm-D	twx-unique-100k.log	100000	walk_fill_count	99487	99487	99487
arm-D	twx-unique-100k.log	100000	sort_avail_s	0.006121	0.005966	0.006223
arm-D	twx-unique-100k.log	100000	sort_fill_s	0.006726	0.006627	0.006859
arm-D	twx-unique-100k.log	100000	churn_s	0.06713	0.06713	0.06713
arm-D	twx-unique-100k.log	100000	churn_rss_delta_kb	1472	1472	1472
arm-D	twx-unique-100k.log	100000	churn_devel_size_bytes	1.58131e+07	1.58131e+07	1.58131e+07
arm-D	twx-unique-100k.log	100000	churn_walk_s	0.005569	0.005513	0.005695
arm-D	twx-unique-100k.log	100000	churn_sort_fill_s	0.000814	0.000805	0.000836
arm-D	twx-unique-100k.log	100000	compact_s	0.016326	0.016326	0.016326
arm-D	twx-unique-100k.log	100000	compact_devel_size_bytes	8.88885e+06	8.88885e+06	8.88885e+06
arm-D	twx-unique-100k.log	100000	compact_walk_s	0.001388	0.001375	0.001406
arm-D	twx-unique-100k.log	100000	compact_sort_fill_s	0.000739	0.000736	0.00078
arm-D2	twx-unique-100k.log	100000	build_ns_per_line	3405.24	3347.03	3497.91
arm-D2	twx-unique-100k.log	100000	rss_delta_after_build_kb	38048	38048	38048
arm-D2	twx-unique-100k.log	100000	distinct_keys	99487	99487	99487
arm-D2	twx-unique-100k.log	100000	keymap_s	0.031506	0.030665	0.032056
arm-D2	twx-unique-100k.log	100000	devel_size_keymap_bytes	2.7396e+07	2.7396e+07	2.7396e+07
arm-D2	twx-unique-100k.log	100000	devel_size_bytes	3.76019e+07	3.76019e+07	3.76019e+07
arm-D2	twx-unique-100k.log	100000	walk_s	0.012928	0.01283	0.013423
arm-D2	twx-unique-100k.log	100000	walk_fill_count	99487	99487	99487
arm-D2	twx-unique-100k.log	100000	sort_avail_s	0.006144	0.006016	0.006285
arm-D2	twx-unique-100k.log	100000	sort_fill_s	0.006743	0.006625	0.007085
arm-D2	twx-unique-100k.log	100000	churn_s	0.066347	0.066347	0.066347
arm-D2	twx-unique-100k.log	100000	churn_rss_delta_kb	1104	1104	1104
arm-D2	twx-unique-100k.log	100000	churn_devel_size_bytes	1.58025e+07	1.58025e+07	1.58025e+07
arm-D2	twx-unique-100k.log	100000	churn_walk_s	0.005774	0.005461	0.005815
arm-D2	twx-unique-100k.log	100000	churn_sort_fill_s	0.000813	0.000798	0.000825
arm-D2	twx-unique-100k.log	100000	compact_s	0.014543	0.014543	0.014543
arm-D2	twx-unique-100k.log	100000	compact_devel_size_bytes	8.87828e+06	8.87828e+06	8.87828e+06
arm-D2	twx-unique-100k.log	100000	compact_walk_s	0.00142	0.001384	0.001423
arm-D2	twx-unique-100k.log	100000	compact_sort_fill_s	0.000786	0.000736	0.001078
arm-D3	twx-unique-100k.log	100000	build_ns_per_line	3447.95	3409.29	3827.5
arm-D3	twx-unique-100k.log	100000	rss_delta_after_build_kb	67584	67584	67584
arm-D3	twx-unique-100k.log	100000	distinct_keys	99487	99487	99487
arm-D3	twx-unique-100k.log	100000	keymap_s	0	0	0
arm-D3	twx-unique-100k.log	100000	devel_size_keymap_bytes	2.42248e+07	2.42248e+07	2.42248e+07
arm-D3	twx-unique-100k.log	100000	devel_size_bytes	5.77083e+07	5.77083e+07	5.77083e+07
arm-D3	twx-unique-100k.log	100000	walk_s	0.013631	0.013347	0.014881
arm-D3	twx-unique-100k.log	100000	walk_fill_count	99487	99487	99487
arm-D3	twx-unique-100k.log	100000	sort_avail_s	0.009585	0.009346	0.009905
arm-D3	twx-unique-100k.log	100000	sort_fill_s	0.009493	0.009248	0.012035
arm-D3	twx-unique-100k.log	100000	churn_s	0.074414	0.074414	0.074414
arm-D3	twx-unique-100k.log	100000	churn_rss_delta_kb	1104	1104	1104
arm-D3	twx-unique-100k.log	100000	churn_devel_size_bytes	3.59082e+07	3.59082e+07	3.59082e+07
arm-D3	twx-unique-100k.log	100000	churn_walk_s	0.005572	0.005531	0.005635
arm-D3	twx-unique-100k.log	100000	churn_sort_fill_s	0.000967	0.000928	0.001294
arm-D3	twx-unique-100k.log	100000	compact_s	0.021383	0.021383	0.021383
arm-D3	twx-unique-100k.log	100000	compact_devel_size_bytes	1.08952e+07	1.08952e+07	1.08952e+07
arm-D3	twx-unique-100k.log	100000	compact_walk_s	0.001486	0.001394	0.001791
arm-D3	twx-unique-100k.log	100000	compact_sort_fill_s	0.000798	0.000782	0.000859
arm-A	twx-unique-full.log	288025	build_ns_per_line	3499.9	3403.09	3639.55
arm-A	twx-unique-full.log	288025	rss_delta_after_build_kb	146240	146240	146240
arm-A	twx-unique-full.log	288025	distinct_keys	286659	286659	286659
arm-A	twx-unique-full.log	288025	devel_size_bytes	1.33188e+08	1.33188e+08	1.33188e+08
arm-A	twx-unique-full.log	288025	lookup_asbuilt_s	0.145723	0.139604	0.149272
arm-A	twx-unique-full.log	288025	lookup_rebuilt_s	0.118591	0.115555	0.124042
arm-A	twx-unique-full.log	288025	walk_s	0.275904	0.242286	0.31054
arm-A	twx-unique-full.log	288025	walk_fill_count	286659	286659	286659
arm-A	twx-unique-full.log	288025	sort_avail_s	0.309539	0.299657	0.314639
arm-A	twx-unique-full.log	288025	sort_fill_s	0.268242	0.260478	0.280681
arm-A	twx-unique-full.log	288025	churn_s	0.28836	0.28836	0.28836
arm-A	twx-unique-full.log	288025	churn_rss_delta_kb	352	352	352
arm-A	twx-unique-full.log	288025	churn_devel_size_bytes	2.82675e+07	2.82675e+07	2.82675e+07
arm-A	twx-unique-full.log	288025	churn_walk_s	0.032556	0.031624	0.037306
arm-A	twx-unique-full.log	288025	churn_sort_fill_s	0.058984	0.057247	0.060708
arm-B	twx-unique-full.log	288025	build_ns_per_line	3434.8	3400.65	3577.32
arm-B	twx-unique-full.log	288025	rss_delta_after_build_kb	149344	149344	149344
arm-B	twx-unique-full.log	288025	distinct_keys	286659	286659	286659
arm-B	twx-unique-full.log	288025	devel_size_bytes	1.33188e+08	1.33188e+08	1.33188e+08
arm-B	twx-unique-full.log	288025	lookup_asbuilt_s	0.145169	0.139508	0.149204
arm-B	twx-unique-full.log	288025	lookup_rebuilt_s	0.116044	0.114396	0.123036
arm-B	twx-unique-full.log	288025	walk_s	0.279132	0.24903	0.296371
arm-B	twx-unique-full.log	288025	walk_fill_count	286659	286659	286659
