file	bpd	bound	scope	arm	conv	quantile	n	p50	p95	p99	max	within_bound	mean_signed
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	binning	P95	314	0.019946	0.044128	0.044403	0.044403	1.000000	0.020421
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	raw	P95	314	0.019653	0.044128	0.044403	0.240527	0.996815	0.019120
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	binning	P99	314	0.021645	0.044403	0.044403	0.044403	1.000000	0.019829
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	raw	P99	314	0.021645	0.044403	0.044403	0.044403	1.000000	0.019806
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	binning	P999	314	0.021645	0.044403	0.044403	0.044403	1.000000	0.021411
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold2	G	raw	P999	314	0.021645	0.044403	0.044403	0.044403	1.000000	0.021411
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	binning	P1	314	0.012770	0.040386	0.049668	0.054742	0.971338	-0.011533
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	raw	P1	314	0.012770	0.040386	0.049668	0.054742	0.971338	-0.011534
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	binning	P50	314	0.014666	0.035598	0.047575	0.052639	0.987261	0.005946
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	raw	P50	314	0.014620	0.052682	0.741100	0.920078	0.945860	-0.017345
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	binning	P75	314	0.017408	0.036193	0.047805	0.055401	0.984076	0.009215
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	raw	P75	314	0.018252	0.167238	0.851832	0.960114	0.933121	-0.018462
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	binning	P90	314	0.017297	0.038596	0.048842	0.053492	0.974522	0.011309
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	raw	P90	314	0.017530	0.039786	0.554120	0.909675	0.955414	-0.001666
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	binning	P95	314	0.016249	0.050274	0.053492	0.055821	0.926752	0.013552
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	raw	P95	314	0.016035	0.050274	0.054985	0.237874	0.929936	0.011237
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	binning	P99	314	0.015741	0.048842	0.053492	0.062260	0.929936	0.015303
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	raw	P99	314	0.015767	0.048842	0.053492	0.062260	0.929936	0.015292
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	binning	P999	314	0.017212	0.048842	0.054985	0.062260	0.926752	0.017289
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	T	raw	P999	314	0.017212	0.048842	0.054985	0.062260	0.926752	0.017289
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	binning	P1	314	0.001996	0.021960	0.035400	0.044403	1.000000	0.002239
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	raw	P1	314	0.001996	0.021960	0.035400	0.044403	1.000000	0.002238
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	binning	P50	314	0.023393	0.038833	0.044403	0.044403	1.000000	0.013886
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	raw	P50	314	0.023738	0.044403	0.738899	0.922925	0.955414	-0.009710
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	binning	P75	314	0.026629	0.042942	0.044403	0.044403	1.000000	0.014379
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	raw	P75	314	0.031587	0.112412	0.850800	0.959831	0.942675	-0.013052
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	binning	P90	314	0.017618	0.042236	0.043915	0.044403	1.000000	0.016614
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	raw	P90	314	0.017620	0.042635	0.553798	0.908566	0.980892	0.003733
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	binning	P95	314	0.016537	0.043798	0.044403	0.044403	1.000000	0.018380
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	raw	P95	314	0.016447	0.043971	0.044403	0.226419	0.993631	0.016502
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	binning	P99	314	0.018987	0.044319	0.044403	0.044403	1.000000	0.019351
localhost_access_log-twx01-twx-thingworx-0.2025-05-05.txt	53	0.044403	fold3	G	raw	P99	314	0.018987	0.044319	0.044403	0.044403	1.000000	0.019342
