file	bpd	bound	scope	arm	conv	quantile	n	p50	p95	p99	max	within_bound	mean_signed
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	pair	G	raw	P999	1141	0.020654	0.044403	0.044403	0.044403	1.000000	0.021512
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	binning	P1	285	0.011416	0.033179	0.046633	0.056162	0.989474	-0.007251
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	raw	P1	285	0.011416	0.033179	0.046633	0.056162	0.989474	-0.007251
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	binning	P50	285	0.010054	0.032948	0.040260	0.044542	0.996491	0.007355
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	raw	P50	285	0.012436	0.959729	0.980822	0.981347	0.845614	-0.102890
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	binning	P75	285	0.014866	0.034143	0.044542	0.053492	0.989474	0.011607
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	raw	P75	285	0.014536	0.067649	0.813282	0.914536	0.940351	-0.010503
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	binning	P90	285	0.018162	0.038893	0.053492	0.056392	0.964912	0.015448
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	raw	P90	285	0.018162	0.047797	0.489020	0.901358	0.943860	0.006466
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	binning	P95	285	0.019909	0.038893	0.053492	0.053492	0.964912	0.016352
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	raw	P95	285	0.019860	0.038893	0.053492	0.053492	0.964912	0.016069
localhost_access_log-twx01-twx-thingworx-0.2025-05-07.txt	53	0.044403	fold1	T	binning	P99	285	0.019112	0.038893	0.053492	0.053492	0.961404	0.016916
