group	step	n_union	remaps_so_far	quantile	oracle	T_int_err	T_ceil_err	G_int_err	G_ceil_err
1	5	151	5	P1	40	0.000117	0.000117	-0.010481	-0.010481
1	5	151	5	P50	45	0.003208	0.003208	0.016635	0.016635
1	5	151	5	P75	49	0.003172	0.003172	0.014383	0.014383
1	5	151	5	P90	109	0.010070	0.010070	0.000713	0.000713
1	5	151	5	P95	180	0.007000	0.007000	0.001826	0.001826
1	5	151	5	P99	211	-0.000977	-0.000977	0.013692	0.013692
1	5	151	5	P999	212	0.008848	0.008848	0.031067	0.031067
1	6	182	6	P1	40	0.000117	0.000117	-0.010481	-0.010481
1	6	182	6	P50	46	0.001519	0.000113	0.009831	0.008646
1	6	182	6	P75	50	-0.004024	-0.004024	0.004899	0.004899
1	6	182	6	P90	107	0.006790	0.006790	-0.009685	-0.009685
1	6	182	6	P95	177	0.004197	0.004197	0.006238	0.006238
1	6	182	6	P99	211	-0.000977	-0.000977	0.013692	0.013692
1	6	182	6	P999	212	0.008848	0.008848	0.031067	0.031067
1	7	213	7	P1	40	0.009966	0.009966	0.003953	0.003953
1	7	213	7	P50	46	0.009380	0.009380	0.011785	0.011785
1	7	213	7	P75	49	0.014891	0.014891	0.018397	0.018397
1	7	213	7	P90	99	0.029525	0.029525	0.010101	0.010101
1	7	213	7	P95	176	-0.001900	-0.001900	0.005694	0.005694
1	7	213	7	P99	209	-0.006790	-0.006790	0.001402	0.001402
1	7	213	7	P999	212	0.007999	0.007999	0.031067	0.031067
2	1	62	1	P1	40	0.004206	0.004206	0.003953	0.003953
2	1	62	1	P50	46	0.010160	0.007582	0.009901	0.007323
2	1	62	1	P75	48	0.013126	0.013126	0.012864	0.012864
2	1	62	1	P90	51	0.000207	0.000207	-0.000053	-0.000053
2	1	62	1	P95	52	0.002515	0.002515	0.002254	0.002254
2	1	62	1	P99	214	0.021750	0.021750	0.021431	0.021431
2	1	62	1	P999	214	0.021750	0.021750	0.021431	0.021431
2	2	93	2	P1	40	-0.005611	-0.005611	0.003953	0.003953
2	2	93	2	P50	47	0.003343	0.003343	0.007799	0.007799
2	2	93	2	P75	49	0.006999	0.006999	0.016071	0.016071
2	2	93	2	P90	53	0.002992	0.002992	0.004938	0.004938
2	2	93	2	P95	62	0.035270	0.035270	0.000141	0.000141
2	2	93	2	P99	214	0.014030	0.014030	0.021431	0.021431
2	2	93	2	P999	214	0.014030	0.014030	0.021431	0.021431
2	3	124	3	P1	41	-0.008531	-0.008531	0.000976	0.000976
2	3	124	3	P50	46	0.015241	0.013719	0.021372	0.019941
2	3	124	3	P75	49	0.007085	0.005182	0.016187	0.013982
2	3	124	3	P90	53	0.007851	0.007851	0.012241	0.012241
2	3	124	3	P95	62	0.035270	0.035270	0.000141	0.000141
2	3	124	3	P99	211	0.006319	0.006319	0.013692	0.013692
2	3	124	3	P999	214	0.014030	0.014030	0.021431	0.021431
2	4	155	4	P1	41	-0.021361	-0.021361	0.000976	0.000976
2	4	155	4	P50	47	-0.006894	-0.006894	0.006549	0.006549
2	4	155	4	P75	50	-0.002139	-0.002139	0.003959	0.003959
2	4	155	4	P90	53	-0.001264	-0.001264	0.008061	0.008061
2	4	155	4	P95	63	0.051292	0.051292	0.027969	0.027969
2	4	155	4	P99	211	-0.003816	-0.003816	0.013692	0.013692
2	4	155	4	P999	214	0.003857	0.003857	0.021431	0.021431
2	5	186	5	P1	41	-0.021361	-0.021361	-0.006246	-0.006246
2	5	186	5	P50	46	0.013939	0.012912	0.023760	0.022620
2	5	186	5	P75	49	0.015933	0.015933	0.018397	0.018397
2	5	186	5	P90	53	-0.001264	-0.001264	0.008061	0.008061
2	5	186	5	P95	62	0.022694	0.022694	0.000141	0.000141
2	5	186	5	P99	211	-0.003816	-0.003816	0.013692	0.013692
2	5	186	5	P999	214	0.003857	0.003857	0.021431	0.021431
2	6	217	6	P1	41	0.000198	0.000198	0.008250	0.008250
2	6	217	6	P50	47	-0.003504	-0.003504	0.002638	0.002638
2	6	217	6	P75	50	-0.002139	-0.002139	0.001131	0.001131
2	6	217	6	P90	53	0.012299	0.012299	0.013708	0.013708
2	6	217	6	P95	63	0.051292	0.051292	0.027969	0.027969
2	6	217	6	P99	120	0.061167	0.061167	0.035520	0.035520
2	6	217	6	P999	214	0.003857	0.003857	0.021431	0.021431
2	7	248	7	P1	41	0.000198	0.000198	0.008250	0.008250
2	7	248	7	P50	46	0.016939	0.015997	0.019913	0.019027
2	7	248	7	P75	49	0.016922	0.015619	0.018397	0.017318
2	7	248	7	P90	53	0.012299	0.012299	0.013708	0.013708
2	7	248	7	P95	62	0.022694	0.022694	0.000141	0.000141
2	7	248	7	P99	120	0.061167	0.061167	0.035520	0.035520
2	7	248	7	P999	214	0.003857	0.003857	0.021431	0.021431
3	1	62	1	P1	40	0.008180	0.008180	0.003953	0.003953
3	1	62	1	P50	46	0.006914	0.004183	0.003836	0.000725
3	1	62	1	P75	48	0.010554	0.010554	0.020436	0.020436
3	1	62	1	P90	51	0.015167	0.015167	0.015583	0.015583
3	1	62	1	P95	54	0.012285	0.012285	0.007988	0.007988
3	1	62	1	P99	112	0.021620	0.021620	0.017152	0.017152
3	1	62	1	P999	112	0.021620	0.021620	0.017152	0.017152
3	2	93	2	P1	40	-0.003788	-0.003788	0.003953	0.003953
3	2	93	2	P50	46	0.011514	0.011514	0.010869	0.010869
3	2	93	2	P75	48	0.018959	0.018959	0.024667	0.024667
3	2	93	2	P90	52	-0.004901	-0.004901	0.002254	0.002254
3	2	93	2	P95	61	0.009667	0.009667	0.016537	0.016537
3	2	93	2	P99	118	0.047563	0.047563	0.008300	0.008300
3	2	93	2	P999	118	0.047563	0.047563	0.008300	0.008300
3	3	124	3	P1	41	-0.030787	-0.030787	-0.009837	-0.009837
3	3	124	3	P50	46	-0.003324	-0.004768	0.005018	0.003514
3	3	124	3	P75	48	0.011672	0.009231	0.025809	0.022386
3	3	124	3	P90	52	-0.012794	-0.012794	-0.000645	-0.000645
3	3	124	3	P95	61	0.001426	0.001426	0.016537	0.016537
3	3	124	3	P99	118	0.038047	0.038047	0.008300	0.008300
3	3	124	3	P999	212	0.016858	0.016858	0.031067	0.031067
3	4	155	4	P1	40	0.005067	0.005067	0.003953	0.003953
3	4	155	4	P50	46	0.006622	0.006622	0.000725	0.000725
3	4	155	4	P75	48	0.024666	0.024666	0.023607	0.023607
3	4	155	4	P90	54	-0.016039	-0.016039	-0.013672	-0.013672
3	4	155	4	P95	106	-0.000681	-0.000681	-0.000342	-0.000342
3	4	155	4	P99	212	0.010697	0.010697	0.008911	0.008911
3	4	155	4	P999	218	0.004529	0.004529	0.002689	0.002689
3	5	186	5	P1	40	0.005067	0.005067	0.003953	0.003953
3	5	186	5	P50	46	0.013106	0.012241	0.012786	0.011763
3	5	186	5	P75	49	0.005592	0.005592	0.009924	0.009924
3	5	186	5	P90	54	-0.011742	-0.011742	-0.009378	-0.009378
3	5	186	5	P95	69	0.022191	0.022191	0.023782	0.023782
3	5	186	5	P99	212	0.010697	0.010697	0.008911	0.008911
3	5	186	5	P999	218	0.004529	0.004529	0.002689	0.002689
3	6	217	6	P1	41	-0.015945	-0.015945	-0.013415	-0.013415
3	6	217	6	P50	46	0.010497	0.010497	0.010211	0.010211
3	6	217	6	P75	49	0.003618	0.003618	0.007773	0.007773
3	6	217	6	P90	54	-0.001642	-0.001642	0.000716	0.000716
3	6	217	6	P95	69	0.022191	0.022191	0.023782	0.023782
3	6	217	6	P99	212	0.003383	0.003383	0.001632	0.001632
3	6	217	6	P999	218	0.004529	0.004529	0.002689	0.002689
3	7	248	7	P1	40	0.004056	0.004056	0.003953	0.003953
3	7	248	7	P50	46	0.012827	0.012115	0.013108	0.012294
3	7	248	7	P75	49	0.005592	0.004469	0.012271	0.011050
3	7	248	7	P90	54	0.005635	0.005635	0.007988	0.007988
3	7	248	7	P95	69	0.022191	0.022191	0.023782	0.023782
3	7	248	7	P99	212	0.003383	0.003383	0.001632	0.001632
3	7	248	7	P999	218	0.004529	0.004529	0.002689	0.002689
4	1	63	1	P1	40	-0.002086	-0.002086	-0.017620	-0.017620
4	1	63	1	P50	949	-0.009153	-0.009153	-0.012739	-0.012739
4	1	63	1	P75	1016	-0.002530	-0.002530	0.000837	0.000837
4	1	63	1	P90	1049	0.007503	0.007503	0.004306	0.004306
4	1	63	1	P95	1070	0.021687	0.021687	0.010598	0.010598
4	1	63	1	P99	1149	0.008200	0.008200	0.035504	0.035504
4	1	63	1	P999	1149	0.008200	0.008200	0.035504	0.035504
4	2	87	2	P1	1	0.001673	0.001673	0.010920	0.010920
4	2	87	2	P50	70	-0.012502	-0.012502	0.009157	0.009157
4	2	87	2	P75	997	-0.014479	-0.014479	-0.001339	-0.001339
4	2	87	2	P90	1036	-0.000485	-0.000485	0.004747	0.004747
4	2	87	2	P95	1066	-0.000005	-0.000005	0.005614	0.005614
4	2	87	2	P99	1149	-0.002415	-0.002415	0.035504	0.035504
4	2	87	2	P999	1149	-0.002415	-0.002415	0.035504	0.035504
4	3	115	3	P1	1	0.006963	0.006963	0.021960	0.021960
4	3	115	3	P50	962	-0.028232	-0.028232	-0.000754	-0.000754
4	3	115	3	P75	1128	-0.018022	-0.018022	0.009938	0.009938
4	3	115	3	P90	4464	0.020078	0.020078	0.024833	0.024833
4	3	115	3	P95	11529	0.006272	0.006272	0.009825	0.009825
4	3	115	3	P99	12327	0.004583	0.004583	0.008050	0.008050
4	3	115	3	P999	18063	0.014073	0.014073	0.017094	0.017094
4	4	158	4	P1	1	-0.003928	-0.003928	0.017530	0.017530
4	4	158	4	P50	962	-0.028232	-0.036650	-0.000754	-0.004693
4	4	158	4	P75	1568	0.011377	0.011377	0.017382	0.017382
4	4	158	4	P90	7516	-0.022384	-0.022384	0.025193	0.025193
4	4	158	4	P95	10781	0.008120	0.008120	0.011758	0.011758
4	4	158	4	P99	12327	0.004583	0.004583	0.008050	0.008050
4	4	158	4	P999	18063	0.014073	0.014073	0.017094	0.017094
4	5	188	5	P1	1	-0.003928	-0.003928	0.017530	0.017530
4	5	188	5	P50	1013	-0.025288	-0.028312	-0.000503	-0.003600
4	5	188	5	P75	2690	0.004425	-0.118453	0.009741	-0.113648
4	5	188	5	P90	10344	-0.022767	-0.022767	-0.012026	-0.012026
4	5	188	5	P95	11320	0.002802	0.002802	0.006369	0.006369
4	5	188	5	P99	13818	0.021104	0.021104	0.024468	0.024468
4	5	188	5	P999	18063	0.014073	0.014073	0.017094	0.017094
4	6	212	6	P1	1	-0.011635	-0.011635	0.004504	0.004504
4	6	212	6	P50	975	-0.024361	-0.032812	-0.006259	-0.010176
4	6	212	6	P75	1652	-0.008216	-0.029553	-0.002366	-0.023804
4	6	212	6	P90	8532	-0.018758	-0.018758	0.006726	0.006726
4	6	212	6	P95	11275	-0.007688	-0.007688	-0.004141	-0.004141
4	6	212	6	P99	12327	0.004583	0.004583	0.008050	0.008050
4	6	212	6	P999	18063	0.014073	0.014073	0.017094	0.017094
4	7	243	7	P1	1	-0.017216	-0.017216	0.004504	0.004504
4	7	243	7	P50	1024	-0.037607	-0.037607	-0.001992	-0.001992
4	7	243	7	P75	7038	-0.014724	-0.014724	0.003708	0.003708
4	7	243	7	P90	15061	-0.004291	-0.004291	0.006327	0.006327
4	7	243	7	P95	16269	0.016453	0.016453	0.013025	0.013025
4	7	243	7	P99	21213	0.011762	0.011762	0.030435	0.030435
4	7	243	7	P999	33044	0.003017	0.003017	0.021432	0.021432
5	1	64	1	P1	4717	0.046437	0.046437	0.012930	0.012930
5	1	64	1	P50	8250	0.009042	0.001744	0.008977	0.004119
5	1	64	1	P75	9819	-0.001774	-0.012585	-0.010641	-0.024865
5	1	64	1	P90	10615	0.018440	0.018440	0.018691	0.018691
5	1	64	1	P95	11164	-0.006003	-0.006003	-0.005824	-0.005824
5	1	64	1	P99	11390	0.035530	0.035530	0.000184	0.000184
5	1	64	1	P999	11390	0.035530	0.035530	0.000184	0.000184
5	2	96	2	P1	4717	0.046437	0.046437	0.012930	0.012930
5	2	96	2	P50	8060	-0.005018	-0.011190	0.002399	-0.001552
5	2	96	2	P75	9044	0.023152	0.016806	0.013686	0.007414
5	2	96	2	P90	10484	-0.001974	-0.001974	0.004881	0.004881
5	2	96	2	P95	11085	-0.007602	-0.007602	-0.007401	-0.007401
5	2	96	2	P99	11390	0.035530	0.035530	0.000184	0.000184
5	2	96	2	P999	11390	0.035530	0.035530	0.000184	0.000184
5	3	128	3	P1	5118	0.007382	0.007382	0.018312	0.018312
5	3	128	3	P50	7877	0.004465	0.002037	0.006955	0.003316
5	3	128	3	P75	8911	0.010380	0.005989	0.006709	0.002344
5	3	128	3	P90	10019	0.010783	0.010783	0.012663	0.012663
5	3	128	3	P95	10615	0.018440	0.018440	0.018691	0.018691
5	3	128	3	P99	11269	0.002041	0.002041	0.002178	0.002178
5	3	128	3	P999	11390	0.035530	0.035530	0.000184	0.000184
5	4	160	4	P1	5118	-0.003708	-0.003708	0.018312	0.018312
5	4	160	4	P50	8230	-0.012370	-0.016265	-0.002149	-0.005035
5	4	160	4	P75	9435	-0.001395	-0.006806	0.001682	-0.002661
5	4	160	4	P90	11164	-0.015593	-0.022699	-0.005824	-0.014425
5	4	160	4	P95	12416	0.001152	-0.009669	0.000824	-0.009987
5	4	160	4	P99	13411	0.011058	0.011058	0.010681	0.010681
5	4	160	4	P999	13709	0.010812	0.010812	0.032613	0.032613
5	5	192	5	P1	5118	-0.003708	-0.003708	0.018312	0.018312
5	5	192	5	P50	8297	-0.003262	-0.005966	0.003262	0.000843
5	5	192	5	P75	9792	-0.007716	-0.011304	0.003648	-0.000703
5	5	192	5	P90	11217	-0.010734	-0.010734	0.001008	0.001008
5	5	192	5	P95	12148	0.001239	0.001239	0.005281	0.005281
5	5	192	5	P99	13411	0.011058	0.011058	0.010681	0.010681
5	5	192	5	P999	13709	0.010812	0.010812	0.032613	0.032613
5	6	224	6	P1	5406	-0.036061	-0.036061	-0.014767	-0.014767
5	6	224	6	P50	8457	-0.000347	-0.002632	0.002503	-0.000397
5	6	224	6	P75	9826	0.003283	-0.000345	0.007556	0.004194
5	6	224	6	P90	11303	0.000889	0.000889	0.003514	0.003514
5	6	224	6	P95	12020	0.006418	0.006418	0.007197	0.007197
5	6	224	6	P99	12933	0.025886	0.025886	0.003479	0.003479
5	6	224	6	P999	13709	0.010812	0.010812	0.032613	0.032613
5	7	255	7	P1	5406	-0.036061	-0.036061	-0.014767	-0.014767
5	7	255	7	P50	8521	-0.002219	-0.002219	0.001606	0.001606
5	7	255	7	P75	10019	-0.000013	-0.000013	0.004797	0.004797
5	7	255	7	P90	11429	0.007946	0.007946	0.005470	0.005470
5	7	255	7	P95	12280	0.002855	0.002855	-0.000575	-0.000575
5	7	255	7	P99	13411	0.003760	0.003760	-0.011036	-0.011036
5	7	255	7	P999	13709	0.010812	0.010812	0.032613	0.032613
6	1	21	1	P1	35	0.012758	0.012758	0.007168	0.007168
6	1	21	1	P50	22486	0.030886	0.030886	0.015263	0.015263
6	1	21	1	P75	65960	-0.001488	-0.001488	0.003400	0.003400
6	1	21	1	P90	102007	-0.002375	-0.002375	0.023854	0.023854
6	1	21	1	P95	109458	0.014244	0.014244	0.040774	0.040774
6	1	21	1	P99	184696	0.013183	0.013183	0.038870	0.038870
6	1	21	1	P999	184696	0.013183	0.013183	0.038870	0.038870
6	2	31	2	P1	35	0.012758	0.012758	0.007168	0.007168
6	2	31	2	P50	65960	-0.001488	-0.001488	0.003400	0.003400
6	2	31	2	P75	93044	-0.008273	-0.008273	0.006954	0.006954
6	2	31	2	P90	104315	0.018936	0.018936	0.001201	0.001201
6	2	31	2	P95	121635	-0.004311	-0.004311	0.021600	0.021600
6	2	31	2	P99	184696	0.013183	0.013183	0.038870	0.038870
6	2	31	2	P999	184696	0.013183	0.013183	0.038870	0.038870
6	3	41	3	P1	35	0.021817	0.021817	0.007168	0.007168
6	3	41	3	P50	22486	0.035921	0.035921	0.015263	0.015263
6	3	41	3	P75	81438	0.009401	0.009401	0.032051	0.032051
6	3	41	3	P90	102007	0.001575	0.001575	0.001853	0.001853
6	3	41	3	P95	109458	0.018205	0.018205	0.040774	0.040774
6	3	41	3	P99	184696	0.016810	0.016810	0.038870	0.038870
6	3	41	3	P999	184696	0.016810	0.016810	0.038870	0.038870
6	4	54	4	P1	35	0.021817	0.021817	0.007168	0.007168
6	4	54	4	P50	49352	0.032419	-0.093845	0.011133	-0.112426
6	4	54	4	P75	70918	0.017374	0.017374	0.040323	0.040323
6	4	54	4	P90	98741	0.012450	0.012450	0.012751	0.012751
6	4	54	4	P95	109458	0.018205	0.018205	0.040774	0.040774
6	4	54	4	P99	184696	0.016810	0.016810	0.038870	0.038870
6	4	54	4	P999	184696	0.016810	0.016810	0.038870	0.038870
6	5	86	5	P1	35	0.021817	0.021817	0.007168	0.007168
6	5	86	5	P50	11940	0.016170	0.005183	0.018360	-0.003523
6	5	86	5	P75	64663	-0.009969	-0.009969	0.001532	0.001532
6	5	86	5	P90	93044	-0.004285	-0.004285	0.006954	0.006954
6	5	86	5	P95	102007	0.001575	0.001575	0.001853	0.001853
6	5	86	5	P99	184696	0.016810	0.016810	0.038870	0.038870
6	5	86	5	P999	184696	0.016810	0.016810	0.038870	0.038870
6	6	709	6	P1	2	-0.005444	-0.005444	-0.029445	-0.029445
6	6	709	6	P50	4	0.010352	0.010352	-0.014135	-0.014135
6	6	709	6	P75	5	0.001557	0.001557	0.020643	0.020643
6	6	709	6	P90	124	0.027544	0.027544	0.002116	0.002116
6	6	709	6	P95	13136	-0.003712	-0.003712	-0.001239	-0.001239
6	6	709	6	P99	93419	0.007271	0.007271	0.013864	0.013864
6	6	709	6	P999	184696	0.021072	0.021072	0.038870	0.038870
6	7	716	7	P1	2	-0.005444	-0.005444	-0.029445	-0.029445
6	7	716	7	P50	4	0.011126	0.010933	-0.013380	-0.013569
6	7	716	7	P75	5	0.003200	0.002926	0.022318	0.022038
6	7	716	7	P90	1177	-0.007214	-0.007214	0.010870	0.010870
6	7	716	7	P95	13136	-0.003712	-0.003712	-0.001239	-0.001239
6	7	716	7	P99	93419	0.007271	0.007271	0.013864	0.013864
6	7	716	7	P999	184696	0.021072	0.021072	0.038870	0.038870
7	1	62	1	P1	5	0.035775	0.035775	0.042344	0.042344
7	1	62	1	P50	3559	-0.006768	-0.995080	0.034451	-0.995057
7	1	62	1	P75	5074	-0.007155	-0.007155	-0.010403	-0.010403
7	1	62	1	P90	5531	-0.001746	-0.001746	-0.001531	-0.001531
7	1	62	1	P95	5738	-0.005843	-0.005843	0.012489	0.012489
7	1	62	1	P99	8432	0.000768	0.000768	0.041036	0.041036
7	1	62	1	P999	8432	0.000768	0.000768	0.041036	0.041036
7	2	69	2	P1	5	0.035775	0.035775	0.042344	0.042344
7	2	69	2	P50	1193	0.013162	0.013162	0.011860	0.011860
7	2	69	2	P75	4983	0.004713	0.004713	0.001434	0.001434
7	2	69	2	P90	5571	0.001925	0.001925	0.005760	0.005760
7	2	69	2	P95	5877	-0.008010	-0.008010	0.010251	0.010251
7	2	69	2	P99	11992	0.040929	0.040929	0.036211	0.036211
7	2	69	2	P999	11992	0.040929	0.040929	0.036211	0.036211
7	3	100	3	P1	4	0.015374	0.004387	-0.017620	-0.028232
7	3	100	3	P50	12	-0.008419	-0.058873	0.000147	-0.050658
7	3	100	3	P75	4686	-0.008049	-0.015218	-0.009477	-0.016624
7	3	100	3	P90	5287	0.009096	-0.012624	0.007409	-0.014239
7	3	100	3	P95	5738	-0.007499	-0.018239	0.012489	-0.009267
7	3	100	3	P99	11992	0.039429	-0.297418	0.036211	-0.268011
7	3	100	3	P999	11992	0.039429	0.039429	0.036211	0.036211
7	4	131	4	P1	4	0.015374	0.015374	-0.017620	-0.017620
7	4	131	4	P50	1193	0.011022	0.011022	0.011860	0.011860
7	4	131	4	P75	5026	-0.010377	-0.010377	-0.000475	-0.000475
7	4	131	4	P90	5408	0.008219	0.008219	0.006497	0.006497
7	4	131	4	P95	5877	-0.009657	-0.009657	0.010251	0.010251
7	4	131	4	P99	8432	-0.000787	-0.000787	0.041036	0.041036
7	4	131	4	P999	11992	0.039429	0.039429	0.036211	0.036211
7	5	138	5	P1	4	0.015374	0.015374	-0.017620	-0.017620
7	5	138	5	P50	1116	0.019852	-0.023579	0.020797	-0.022602
7	5	138	5	P75	4983	-0.011444	-0.011444	0.001434	0.001434
7	5	138	5	P90	5408	0.008219	0.008219	0.006497	0.006497
7	5	138	5	P95	5877	-0.009657	-0.009657	0.010251	0.010251
7	5	138	5	P99	8432	-0.000787	-0.000787	0.041036	0.041036
7	5	138	5	P999	11992	0.039429	0.039429	0.036211	0.036211
7	6	145	6	P1	4	0.015374	0.015374	-0.017620	-0.017620
7	6	145	6	P50	1009	0.019086	0.019086	0.012845	0.012845
7	6	145	6	P75	4919	-0.008220	-0.008220	0.003505	0.003505
7	6	145	6	P90	5404	0.000222	0.000222	0.001787	0.001787
7	6	145	6	P95	5837	-0.013660	-0.013660	0.002550	0.002550
7	6	145	6	P99	8432	-0.000787	-0.000787	0.041036	0.041036
7	6	145	6	P999	11992	0.039429	0.039429	0.036211	0.036211
7	7	152	7	P1	4	0.015374	0.015374	-0.017620	-0.017620
7	7	152	7	P50	1009	0.007328	-0.001402	0.001903	-0.008920
7	7	152	7	P75	4918	-0.012803	-0.017565	-0.001727	-0.007134
7	7	152	7	P90	5357	0.000253	0.000253	0.005103	0.005103
7	7	152	7	P95	5837	-0.013660	-0.013660	0.002550	0.002550
7	7	152	7	P99	8432	-0.000787	-0.000787	0.041036	0.041036
7	7	152	7	P999	11992	0.039429	0.039429	0.036211	0.036211
8	1	14	1	P1	934	-0.007890	-0.007890	-0.011306	-0.011306
8	1	14	1	P50	968	0.007038	-0.000228	0.006477	-0.002230
8	1	14	1	P75	984	0.012420	0.012420	0.016260	0.016260
8	1	14	1	P90	1025	0.000488	0.000488	0.004280	0.004280
8	1	14	1	P95	1026	0.021464	0.021464	0.017936	0.017936
8	1	14	1	P99	1026	0.021464	0.021464	0.017936	0.017936
8	1	14	1	P999	1026	0.021464	0.021464	0.017936	0.017936
8	2	21	2	P1	934	-0.008868	-0.008868	-0.013689	-0.013689
8	2	21	2	P50	967	0.002735	0.002735	0.004604	0.004604
8	2	21	2	P75	1001	0.004404	0.004404	0.006261	0.006261
8	2	21	2	P90	1026	0.005821	0.005821	0.003301	0.003301
8	2	21	2	P95	1030	0.010662	0.010662	0.006667	0.006667
8	2	21	2	P99	1044	0.005815	0.005815	0.000386	0.000386
8	2	21	2	P999	1044	0.005815	0.005815	0.000386	0.000386
8	3	28	3	P1	934	-0.012542	-0.012542	-0.014555	-0.014555
8	3	28	3	P50	966	0.008081	0.003222	0.010510	0.005644
8	3	28	3	P75	1012	-0.003263	-0.009436	-0.001067	-0.006477
8	3	28	3	P90	1026	0.007872	0.007872	0.006940	0.006940
8	3	28	3	P95	1030	0.010214	0.010214	0.008491	0.008491
8	3	28	3	P99	1044	0.002878	0.002878	0.000386	0.000386
8	3	28	3	P999	1044	0.002878	0.002878	0.000386	0.000386
8	4	35	4	P1	934	-0.013436	-0.013436	-0.015592	-0.015592
8	4	35	4	P50	964	0.004332	0.004332	0.006272	0.006272
8	4	35	4	P75	1012	-0.004639	-0.004639	-0.003234	-0.003234
8	4	35	4	P90	1026	0.005787	0.005787	0.004755	0.004755
8	4	35	4	P95	1044	-0.001956	-0.001956	-0.003951	-0.003951
8	4	35	4	P99	1044	0.002878	0.002878	0.000386	0.000386
8	4	35	4	P999	1044	0.002878	0.002878	0.000386	0.000386
8	5	42	5	P1	933	-0.012677	-0.012677	-0.014873	-0.014873
8	5	42	5	P50	966	0.006958	0.003595	0.007887	0.004524
8	5	42	5	P75	1004	0.002412	0.002412	0.003254	0.003254
8	5	42	5	P90	1025	0.005442	0.005442	0.004280	0.004280
8	5	42	5	P95	1030	0.008504	0.008504	0.006667	0.006667
8	5	42	5	P99	1044	0.002878	0.002878	0.000386	0.000386
8	5	42	5	P999	1044	0.002878	0.002878	0.000386	0.000386
8	6	49	6	P1	933	-0.013195	-0.013195	-0.015352	-0.015352
8	6	49	6	P50	964	0.002319	0.002319	0.005648	0.005648
8	6	49	6	P75	1004	0.002081	0.002081	0.002695	0.002695
8	6	49	6	P90	1027	0.008455	0.008455	0.006800	0.006800
8	6	49	6	P95	1044	-0.000750	-0.000750	-0.002952	-0.002952
8	6	49	6	P99	1054	0.037513	0.037513	0.034892	0.034892
8	6	49	6	P999	1054	0.037513	0.037513	0.034892	0.034892
8	7	56	7	P1	933	-0.013471	-0.013471	-0.015529	-0.015529
8	7	56	7	P50	964	0.001840	-0.001267	0.008589	0.006015
8	7	56	7	P75	1012	-0.002787	-0.006117	-0.002616	-0.005706
8	7	56	7	P90	1029	0.007337	0.007337	0.005563	0.005563
8	7	56	7	P95	1044	0.002878	0.002878	0.000386	0.000386
8	7	56	7	P99	1084	0.008799	0.008799	0.006252	0.006252
8	7	56	7	P999	1084	0.008799	0.008799	0.006252	0.006252
9	1	14	1	P1	941	-0.003627	-0.003627	-0.011529	-0.011529
9	1	14	1	P50	986	0.010691	0.001925	0.006882	-0.000383
9	1	14	1	P75	1024	0.012094	0.012094	0.019924	0.019924
9	1	14	1	P90	1082	0.022513	0.022513	0.008112	0.008112
9	1	14	1	P95	3402	0.009258	0.009258	0.036181	0.036181
9	1	14	1	P99	3402	0.009258	0.009258	0.036181	0.036181
9	1	14	1	P999	3402	0.009258	0.009258	0.036181	0.036181
9	2	21	2	P1	933	0.001639	0.001639	-0.008812	-0.008812
9	2	21	2	P50	986	0.010691	0.010691	0.007924	0.007924
9	2	21	2	P75	1024	0.016512	0.016512	0.011101	0.011101
